Submission id,pid,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID128,Authenticity check: QID129,Authenticity check: QID130,Authenticity check: QID131,Authenticity check: QID1717414298,Authenticity check: QID7
6991fa132eb5414a77683ea0,5a8b1ee2000dab00018cc7cd,APPROVED,Not Applicable,2026-02-15T16:53:43.179000Z,2026-02-15T17:00:44.765000Z,2026-02-15T18:42:46.867000Z,2026-02-15T17:00:45.240493Z,422,CPSEFESE,9602,37,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fa137f8a9719150d4bc1,5a8edb14b093f80001a83682,APPROVED,Not Applicable,2026-02-15T16:53:45.199000Z,2026-02-15T17:02:48.796000Z,2026-02-15T18:42:47.180000Z,2026-02-15T17:02:49.214725Z,544,CPSEFESE,5087,59,Female,Black,Jamaica,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fa1657006a8487949acc,62db0f5983e8de0a4ea4b00c,APPROVED,Not Applicable,2026-02-15T16:53:47.338000Z,2026-02-15T16:56:18.164000Z,2026-02-15T18:44:08.096000Z,2026-02-15T16:56:18.560536Z,151,CPSEFESE,899,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fa171762f468046851b4,60551151f84dbb4bc80841a4,APPROVED,Not Applicable,2026-02-15T16:53:46.279000Z,2026-02-15T16:57:27.542000Z,2026-02-15T18:44:08.352000Z,2026-02-15T16:57:27.946123Z,222,CPSEFESE,273,26,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fa1745f98e24abe578d9,698edd69d2394e9bdebc05d5,APPROVED,Not Applicable,2026-02-15T16:53:49.203000Z,2026-02-15T16:56:13.520000Z,2026-02-15T18:44:08.606000Z,2026-02-15T16:56:13.972062Z,145,CPSEFESE,37,30,Male,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,N/A,Pass,N/A
6991fa188a918b2bce4b2489,56b12bcb9f1826000bbcc73b,APPROVED,Not Applicable,2026-02-15T16:53:50.656000Z,2026-02-15T16:58:06.107000Z,2026-02-15T18:42:47.425000Z,2026-02-15T16:58:06.502314Z,256,CPSEFESE,1898,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fa1ac4657d327aee9af2,63ed0392b8b24c34aaf26310,APPROVED,Not Applicable,2026-02-15T16:53:50.295000Z,2026-02-15T16:57:19.761000Z,2026-02-15T18:42:47.703000Z,2026-02-15T16:57:20.161024Z,210,CPSEFESE,4560,46,Female,White,Netherlands,United Kingdom,Netherlands,English,No,Part-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fa1babb4328c138bdfa7,5a9dd20b4eecca0001dd9f1d,APPROVED,Not Applicable,2026-02-15T16:54:02.303000Z,2026-02-15T16:59:26.188000Z,2026-02-15T18:44:08.846000Z,2026-02-15T16:59:26.567542Z,324,CPSEFESE,2347,43,Male,White,South Africa,United Kingdom,United Kingdom,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fa1c66b8d667899a51c1,6726c172ae503d706acdc74b,APPROVED,Not Applicable,2026-02-15T16:53:52.220000Z,2026-02-15T17:10:06.930000Z,2026-02-15T18:44:09.098000Z,2026-02-15T17:10:07.328307Z,975,CPSEFESE,4089,36,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fa1d724b7aa585948ecd,5e69747159921f000b6a17df,APPROVED,Not Applicable,2026-02-15T16:53:59.500000Z,2026-02-15T16:59:24.057000Z,2026-02-15T18:42:47.961000Z,2026-02-15T16:59:24.511981Z,325,CPSEFESE,640,42,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,Pass,N/A,N/A,N/A,N/A,N/A
6991fc15d19584c621770720,697a617c5a65b0190b2fd918,APPROVED,Not Applicable,2026-02-15T17:02:17.178000Z,2026-02-15T17:05:59.160000Z,2026-02-15T18:42:48.200000Z,2026-02-15T17:05:59.562999Z,222,CPSEFESE,168,46,Female,Asian,Hong Kong,United Kingdom,United Kingdom,Cantonese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,N/A,N/A,N/A,N/A
6991fc1d2ffc0e6c957ae0b6,677723f5cb416c3806aaf069,APPROVED,Not Applicable,2026-02-15T17:02:26.222000Z,2026-02-15T17:06:18.032000Z,2026-02-15T18:42:48.432000Z,2026-02-15T17:06:18.479209Z,232,CPSEFESE,555,36,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Other,Pass,N/A,N/A,N/A,Pass,N/A
6991fc1e19e79e6dee3d1884,613a6564740c29f1503fa8b2,APPROVED,Not Applicable,2026-02-15T17:02:25.711000Z,2026-02-15T17:04:44.126000Z,2026-02-15T18:42:48.795000Z,2026-02-15T17:04:44.527910Z,139,NOCODE,397,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A
6991fc1e910037173002f826,5e3723a2c0b2896ad554be73,APPROVED,Not Applicable,2026-02-15T17:02:28.208000Z,2026-02-15T17:12:02.577000Z,2026-02-15T18:42:49.054000Z,2026-02-15T17:12:03.049102Z,575,CPSEFESE,5248,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc1fed3d5dfb7fa2ae70,6304deb78f14a18b18ceed4a,APPROVED,Not Applicable,2026-02-15T17:02:23.024000Z,2026-02-15T17:10:06.856000Z,2026-02-15T18:44:09.341000Z,2026-02-15T17:10:07.326039Z,464,CPSEFESE,3508,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,N/A,N/A,Pass,N/A
6991fc20f39f846dea12f699,584ab3c31f819a00018695e3,APPROVED,Not Applicable,2026-02-15T17:02:30.480000Z,2026-02-15T17:06:53.137000Z,2026-02-15T18:44:09.582000Z,2026-02-15T17:06:53.527391Z,263,CPSEFESE,1918,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc245aa8ad1a9c1e1242,693b4c0ff54bd868cfb08188,APPROVED,Not Applicable,2026-02-15T17:03:01.913000Z,2026-02-15T17:11:19.463000Z,2026-02-15T18:44:09.817000Z,2026-02-15T17:11:19.959586Z,498,CPSEFESE,746,40,Male,White,United States,United States,DATA_EXPIRED,English,No,Part-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc255c64c34f708bdfad,669a431df516aa06fd2f355e,APPROVED,Not Applicable,2026-02-15T17:02:33.657000Z,2026-02-15T17:07:11.088000Z,2026-02-15T18:42:49.348000Z,2026-02-15T17:07:11.527590Z,278,CPSEFESE,2201,25,Female,White,Germany,United States,Germany,German,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc29c9d3ee018bf4626d,5c91fad394f7e600172f9d4a,APPROVED,Not Applicable,2026-02-15T17:03:28.374000Z,2026-02-15T17:08:35.008000Z,2026-02-15T18:42:49.636000Z,2026-02-15T17:08:35.385516Z,307,CPSEFESE,5478,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc29c9d3ee018bf4626e,5f8d62a678e62303a62ed8bd,APPROVED,Not Applicable,2026-02-15T17:02:38.359000Z,2026-02-15T17:06:50.575000Z,2026-02-15T18:44:10.057000Z,2026-02-15T17:06:50.987039Z,253,CPSEFESE,2504,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,Pass,N/A,N/A,N/A,N/A
6991fc2ae22133bfaec030f4,6639151df5e0ac5d59c17055,APPROVED,Not Applicable,2026-02-15T17:02:39.102000Z,2026-02-15T17:04:37.785000Z,2026-02-15T18:42:49.886000Z,2026-02-15T17:04:38.172522Z,119,CPSEFESE,627,33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,N/A,N/A,N/A,N/A
6991fc2bae983e3b618c5ae2,5ba292385301b80001c71ba2,APPROVED,Not Applicable,2026-02-15T17:02:39.563000Z,2026-02-15T17:05:54.979000Z,2026-02-15T18:44:10.288000Z,2026-02-15T17:05:55.362282Z,196,CPSEFESE,16109,52,Male,White,United States,United States,United States,English,No,Full-Time,N/A,Pass,N/A,N/A,N/A,N/A
6991fc2e3a2767b1c92ac9a1,66e42249ff3f1be588b9bf04,APPROVED,Not Applicable,2026-02-15T17:02:42.969000Z,2026-02-15T17:06:26.158000Z,2026-02-15T18:44:10.541000Z,2026-02-15T17:06:26.530493Z,224,CPSEFESE,3790,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc2f27268d06b51b0155,671bbaf1bec15d847b871b9b,APPROVED,Not Applicable,2026-02-15T17:02:48.323000Z,2026-02-15T17:07:35.102000Z,2026-02-15T18:44:10.778000Z,2026-02-15T17:07:35.487123Z,287,CPSEFESE,6490,33,Male,Black,Kenya,United States,Kenya,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc2f9ef335731d637262,60719f4b18e2b30c9e5a562d,APPROVED,Not Applicable,2026-02-15T17:02:43.284000Z,2026-02-15T17:05:17.798000Z,2026-02-15T18:44:11.083000Z,2026-02-15T17:05:18.227669Z,155,CPSEFESE,5331,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,Pass,N/A,N/A,Pass,N/A
6991fc30dc424445e2743e13,67781d9c8126207402d7d6ba,APPROVED,Not Applicable,2026-02-15T17:02:46.829000Z,2026-02-15T17:06:21.706000Z,2026-02-15T18:42:50.133000Z,2026-02-15T17:06:22.101784Z,215,CPSEFESE,659,46,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,Pass,N/A,N/A,N/A,Pass,N/A
6991fc3120a2710e5a146639,5eea9efc609f0d1ad38199bd,APPROVED,Not Applicable,2026-02-15T17:02:45.159000Z,2026-02-15T17:05:47.409000Z,2026-02-15T18:42:50.373000Z,2026-02-15T17:05:47.813615Z,183,CPSEFESE,3554,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc328be228df328eed93,65bba671508af6ca50c1d469,APPROVED,Not Applicable,2026-02-15T17:02:49.506000Z,2026-02-15T17:08:37.382000Z,2026-02-15T18:42:50.619000Z,2026-02-15T17:08:37.813249Z,348,CPSEFESE,1031,64,Female,White,Poland,United Kingdom,Poland,Polish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,N/A,Pass,Pass,N/A
6991fc33e154b430abce506a,68ac59c9c8b8fd2ec3bde900,APPROVED,Not Applicable,2026-02-15T17:07:04.199000Z,2026-02-15T17:11:17.394000Z,2026-02-15T18:44:11.433000Z,2026-02-15T17:11:17.782518Z,254,CPSEFESE,58,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),Pass,N/A,N/A,N/A,Pass,N/A
6991fc34239ed204118254cf,5aed7ebd75deca0001626f9a,APPROVED,Not Applicable,2026-02-15T17:02:51.423000Z,2026-02-15T17:07:12.327000Z,2026-02-15T18:42:50.856000Z,2026-02-15T17:07:12.772947Z,261,CPSEFESE,2722,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc345d9b79547bfe557a,616cf9ae07c1c6bd05d95beb,APPROVED,Not Applicable,2026-02-15T17:02:49.126000Z,2026-02-15T17:07:51.179000Z,2026-02-15T18:44:11.752000Z,2026-02-15T17:07:51.566376Z,303,CPSEFESE,12651,50,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc35fbbe56366bc67e43,5b7fef3c6d519f000114a332,APPROVED,Not Applicable,2026-02-15T17:02:50.179000Z,2026-02-15T17:07:58.687000Z,2026-02-15T18:42:51.081000Z,2026-02-15T17:07:59.186127Z,309,CPSEFESE,2236,26,Female,White,Czech Republic,United Kingdom,Czech Republic,Czech,No,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc3673beb4943bd380b4,697cb8391753b24d465bed03,APPROVED,Not Applicable,2026-02-15T17:02:51.158000Z,2026-02-15T17:07:54.014000Z,2026-02-15T18:44:12.092000Z,2026-02-15T17:07:54.441888Z,303,CPSEFESE,138,44,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,N/A,Pass,Pass,N/A
6991fc3741d3d17b5a1f0771,694179d88301c400c4bbdb4d,APPROVED,Not Applicable,2026-02-15T17:03:18.117000Z,2026-02-15T17:07:48.826000Z,2026-02-15T18:42:51.338000Z,2026-02-15T17:07:49.263596Z,271,CPSEFESE,1130,33,Female,Asian,China,United States,United States,Chinese,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A
6991fc37c246807b5e805d28,6150a7aff22eb4723de2341a,APPROVED,Not Applicable,2026-02-15T17:02:50.928000Z,2026-02-15T17:05:45.347000Z,2026-02-15T18:44:12.440000Z,2026-02-15T17:05:45.729948Z,175,CPSEFESE,3063,48,Male,White,United States,United States,United States,English,No,Full-Time,Pass,N/A,N/A,N/A,Pass,N/A
6991fc3835e0431bd79ba7c1,655e0a82d5d2084400745459,APPROVED,Not Applicable,2026-02-15T17:02:54.356000Z,2026-02-15T17:08:16.014000Z,2026-02-15T18:44:12.806000Z,2026-02-15T17:08:16.507063Z,322,CPSEFESE,1210,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,N/A,Pass,N/A
6991fc3835e0431bd79ba7c2,6978c747e184ed4d0341f8a2,APPROVED,Not Applicable,2026-02-15T17:08:21.779000Z,2026-02-15T17:11:18.304000Z,2026-02-15T18:42:51.610000Z,2026-02-15T17:11:18.695733Z,177,CPSEFESE,367,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),N/A,N/A,Pass,N/A,Pass,N/A
6991fc38372dd339febd4144,673c8c2a86f12a6e2c1764a4,APPROVED,Not Applicable,2026-02-15T17:02:54.941000Z,2026-02-15T17:04:45.983000Z,2026-02-15T18:42:51.877000Z,2026-02-15T17:04:46.407383Z,112,CPSEFESE,1882,36,Female,Black,Nigeria,United Kingdom,Nigeria,English,DATA_EXPIRED,Full-Time,N/A,Pass,N/A,N/A,N/A,N/A
